Trade,UpdateTime,UpdatedDay,UpdatedTime,TradeTime,TradedDay,TradedTime,Desk,CapturedBy,TradeStatus,TraderId,Instrument,Reason,Nominal,FloatRef,LastResetDate,LastResetRate,Theta,Loss,Unexplained,EventTypeCategoryLevel1,BusinessLineLevel1,LossIndicator,exposure
22222275,02/01/2013 02:17,2,0.095409367,30/06/2012 03:27,30,0.143973976,SND,TECHSUPPORT,BO Confirmed,ANALYST,CurrSwap,Valuation Group Request,0,0,0,0,0,0,0,EL6,BL3,0,185.9514352
5278868,02/01/2013 02:27,2,0.102011464,14/07/2007 04:01,14,0.167088733,Prime Services,TECHSUPPORT,BO Confirmed,VICE PRINCIPAL,CreditDefaultSwap,Payments Related,0,0,0,0,0,255932.9927,0,EL7,BL6,1,1998.934514
14340758,02/01/2013 03:00,2,0.124922633,20/05/2010 04:03,20,0.168658337,MM,MIDOFFICE,BO-BO Confirmed,DIRECTOR,Option,Payments Related,0,0,0,0,0,0,0,EL7,BL3,0,957.9562384
20375585,02/01/2013 03:13,2,0.11617114,25/01/2012 02:17,25,0.07177367,Derivatives,TECHSUPPORT,BO Confirmed,ANALYST,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL7,BL2,0,343.0388426
5488613,02/01/2013 03:16,2,0.136236518,30/07/2007 06:02,30,0.251300988,Derivatives,TECHSUPPORT,BO Confirmed,DIRECTOR,SecurityLoan,Payments Related,0,0,0,0,0,262982.5466,0,EL4,BL2,1,1982.884757
23591792,02/01/2013 05:20,2,0.194127162,02/01/2013 05:20,2,0.194127162,MM,TECHSUPPORT,BO Confirmed,VICE PRINCIPAL,Bill,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL3,0,0
6440639,02/01/2013 06:08,2,0.255769323,09/01/2008 06:05,9,0.253458622,Derivatives,UNAUTHORISED,BO-BO Confirmed,VICE PRINCIPAL,Future/Forward,Payments Related,0,0,0,0,0,251355.2217,0,EL1,BL2,1,1820.00228
12783346,02/01/2013 06:13,2,0.258981631,12/11/2009 00:11,12,0.007445515,MM,PROD CONTROLLER,BO Confirmed,ASSOCIATE,Swap,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL3,0,1147.251238
8156108,02/01/2013 06:27,2,0.268727447,04/06/2008 06:29,4,0.229710462,MM,TECHSUPPORT,BO-BO Confirmed,VICE PRINCIPAL,IndexLinkedSwap,CPI Fixings,0,0,0,0,0,0,0,EL7,BL5,0,1672.998484
2821110,02/01/2013 08:12,2,0.325254166,04/02/2007 02:05,4,0.087135648,SND,TECHSUPPORT,BO Confirmed,MNGDIRECTOR,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL6,BL3,0,2159.25478
19348293,02/01/2013 08:22,2,0.348360057,05/10/2011 06:14,5,0.259683106,Prime Services,TECHSUPPORT,BO-BO Confirmed,ANALYST,Swap,Payments Related,0,0,0,0,0,260557.9921,0,EL4,BL6,1,455.0891088
14350973,02/01/2013 09:24,2,0.358604781,23/04/2010 15:16,23,0.613724665,Equity,PROD CONTROLLER,BO-BO Confirmed,ASSOCIATE,IndexLinkedSwap,CPI Fixings,0,0,0,0,0,213081.9446,0,EL7,BL2,1,984.7556597
15080001,02/01/2013 10:11,2,0.409187872,22/06/2010 14:06,22,0.587761583,MM,PROD CONTROLLER,BO Confirmed,DIRECTOR,Swap,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL5,0,924.8367014
23602269,02/01/2013 11:01,2,0.459366591,02/01/2013 09:08,2,0.380837288,MM,PROD ACCOUNTANT,Terminated,ATS,Swap,Payments Related,0,0,0,0,0,0,0,EL4,BL2,0,0.078530093
1653267,02/01/2013 11:07,2,0.463139535,25/05/2006 06:01,25,0.24908636,MM,PROD CONTROLLER,BO-BO Confirmed,VICE PRINCIPAL,CurrSwap,Trade Restructure,0,0,0,0,0,254042.3044,0,EL1,BL2,1,2414.212338
20113425,02/01/2013 11:17,2,0.446444278,25/01/2012 06:05,25,0.253556244,Derivatives,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,IndexLinkedBond,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL2,0,343.2166667
23613630,02/01/2013 12:17,2,0.5119435,02/01/2013 12:17,2,0.5119435,Commodities,TECHSUPPORT,Terminated,ANALYST,Swap,Tri-Optima,0,0,0,0,0,0,0,EL7,BL2,0,0
5292819,02/01/2013 12:21,2,0.514359393,24/08/2007 17:25,24,0.725787177,Management/Other,TECHSUPPORT,BO-BO Confirmed,MNGDIRECTOR,IndexLinkedSwap,CPI Fixings,0,0,0,0,0,0,0,EL7,BL2,0,1957.789016
10376322,02/01/2013 13:05,2,0.538047104,12/03/2009 12:12,12,0.508141344,Derivatives,PROD CONTROLLER,BO Confirmed,VICE PRINCIPAL,Deposit,Client Request to Amend Economics of Deal,0,0,0,0,0,0,0,EL4,BL2,0,1392.036759
19125300,02/01/2013 14:09,2,0.577273904,03/09/2011 11:10,3,0.451565208,SND,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,IndexLinkedSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL7,0,487.1243171
10866181,02/01/2013 15:11,2,0.632540716,23/04/2009 17:20,23,0.721933933,Commodities,PROD ACCOUNTANT,BO Confirmed,DIRECTOR,IndexLinkedSwap,CPI Fixings,0,0,0,0,0,0,0,EL7,BL2,0,1349.91022
14456306,02/01/2013 16:06,2,0.670689079,02/05/2010 15:29,2,0.60518122,Management/Other,PROD CONTROLLER,BO Confirmed,AMBA,FRA,Payments Related,0,0,0,0,0,0,0,EL4,BL2,0,976.0255093
14232903,02/01/2013 17:11,2,0.716218871,09/04/2010 10:01,9,0.415904539,Derivatives,PROD CONTROLLER,BO Confirmed,ANALYST,Bill,Payments Related,0,0,0,0,0,0,0,EL4,BL2,0,999.2987847
6460215,02/01/2013 18:05,2,0.746335616,14/01/2008 06:05,14,0.246835387,Management/Other,TECHSUPPORT,BO Confirmed,MNGDIRECTOR,Call Deposit,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL2,0,1815.499884
2931895,02/01/2013 18:25,2,0.767151811,11/02/2007 17:27,11,0.727135288,Prime Services,MIDOFFICE,BO-BO Confirmed,ANALYST,Repo/Reverse,Calendar Related,0,0,0,0,0,0,0,EL6,BL2,0,2152.04044
8654917,02/01/2013 19:17,2,0.779612896,17/08/2008 14:17,17,0.571397926,Derivatives,PROD ACCOUNTANT,BO Confirmed,ANALYST,Bond,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL4,0,1599.208449
17828042,02/01/2013 19:29,2,0.77184086,30/04/2011 06:20,30,0.263861455,MM,UNAUTHORISED,BO-BO Confirmed,DIRECTOR,TotalReturnSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL4,0,613.548206
10745950,03/01/2013 00:14,3,0.009733562,15/04/2009 15:13,15,0.633870576,SND,TECHSUPPORT,BO-BO Confirmed,ASSOCIATE,CreditDefaultSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL3,0,1358.375544
1218036,03/01/2013 01:16,3,0.052922382,31/03/2006 02:21,31,0.097715519,Management/Other,TECHSUPPORT,BO-BO Confirmed,ASSOCIATE,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL2,0,2469.954803
7889134,03/01/2013 01:28,3,0.022341321,10/05/2008 15:23,10,0.641074291,Derivatives,TECHSUPPORT,Terminated,ASSOCIATE,Swap,Tri-Optima,0,0,0,0,0,0,0,EL7,BL2,0,1698.42015
16492094,03/01/2013 02:11,3,0.090946417,31/12/2010 13:05,31,0.537858313,SND,PROD CONTROLLER,BO Confirmed,DIRECTOR,Future/Forward,Fees/Commissions Related,0,0,0,0,0,248681.4385,0,EL4,BL3,1,733.5455208
17529951,03/01/2013 02:11,3,0.090854233,07/04/2011 17:12,7,0.716703112,SND,MIDOFFICE,BO Confirmed,ASSOCIATE,IndexLinkedBond,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL3,0,636.3743866
14097025,03/01/2013 02:17,3,0.094937618,24/03/2010 08:07,24,0.337933111,Prime Services,PROD CONTROLLER,BO-BO Confirmed,ANALYST,BuySellback,Acquirer,0,0,0,0,0,0,0,EL1,BL2,0,1015.756875
3110822,03/01/2013 04:03,3,0.168631776,03/01/2007 08:01,3,0.334359766,Equity,TECHSUPPORT,BO Confirmed,ASSOCIATE,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL2,0,2191.834502
14626402,03/01/2013 05:16,3,0.219360767,17/05/2010 15:21,17,0.639726434,Prime Services,PROD ACCOUNTANT,BO-BO Confirmed,VICE PRINCIPAL,Future/Forward,Payments Related,0,0,0,0,0,0,0,EL1,BL2,0,961.5798032
431441,03/01/2013 06:10,3,0.25663048,23/01/2006 16:24,23,0.68306165,MM,PROD CONTROLLER,BO-BO Confirmed,ANALYST,IndexLinkedSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL3,0,2536.573657
17780264,03/01/2013 06:12,3,0.258136695,20/04/2011 02:14,20,0.093094481,Africa,TECHSUPPORT,BO Confirmed,MNGDIRECTOR,Bill,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,264093.6,0,EL6,BL3,1,624.1654398
6985306,03/01/2013 06:13,3,0.240634432,18/03/2008 00:04,18,0.003050593,Commodities,TECHSUPPORT,BO Confirmed,ANALYST,SecurityLoan,Payments Related,0,0,0,0,0,0,0,EL4,BL2,0,1752.256308
18870587,03/01/2013 06:27,3,0.268854115,28/07/2011 06:26,28,0.268395833,MM,UNAUTHORISED,BO-BO Confirmed,DIRECTOR,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL7,BL2,0,525.000463
12971434,03/01/2013 07:13,3,0.300684068,02/01/2010 17:06,2,0.712267974,Commodities,TECHSUPPORT,Terminated,VICE PRINCIPAL,Swap,Tri-Optima,0,0,0,0,0,0,0,EL7,BL2,0,1096.587975
12377982,03/01/2013 07:14,3,0.301095309,11/10/2009 06:24,11,0.233385659,Management/Other,TECHSUPPORT,BO-BO Confirmed,VICE PRINCIPAL,Option,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL2,0,1180.034954
18130574,03/01/2013 08:11,3,0.340982938,02/06/2011 05:01,2,0.2075036,MM,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,Swap,Payments Related,0,0,0,0,0,0,0,EL4,BL2,0,581.1318171
1824007,03/01/2013 08:16,3,0.344382432,01/08/2006 08:13,1,0.342065046,Africa,TECHSUPPORT,BO-BO Confirmed,ANALYST,Curr,Commodities Early Delivery,0,0,0,0,0,0,0,EL7,BL2,0,2347.00184
1979426,03/01/2013 08:16,3,0.344269431,18/09/2006 05:11,18,0.21607664,Rates,MIDOFFICE,BO Confirmed,DIRECTOR,SecurityLoan,Early Termination / Delivery / Close out,0,0,0,0,0,0,0,EL1,BL2,0,2299.128542
18515429,03/01/2013 08:27,3,0.352389128,05/07/2011 11:21,5,0.44355286,Prime Services,PROD CONTROLLER,BO Confirmed,ANALYST,Swap,Payments Related,0,0,0,0,0,0,0,EL4,BL6,0,547.8792708
9549070,03/01/2013 09:02,3,0.376680633,28/11/2008 14:04,28,0.586383866,Prime Services,TECHSUPPORT,BO Confirmed,ANALYST,CreditDefaultSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL2,0,1496.790289
18803444,03/01/2013 09:04,3,0.377666422,09/08/2011 08:08,9,0.327553905,Prime Services,MIDOFFICE,BO Confirmed,AMBA,SecurityLoan,Early Termination / Delivery / Close out,0,0,0,0,0,0,0,EL1,BL2,0,513.0387847
14750670,03/01/2013 09:11,3,0.38244119,21/05/2010 08:26,21,0.351530923,Prime Services,MIDOFFICE,BO Confirmed,ASSOCIATE,Other,Portfolio Move / Restructure,0,0,0,0,0,9029416.981,0,EL7,BL6,1,958.0313079
14542907,03/01/2013 09:12,3,0.366798811,24/06/2010 16:03,24,0.664664151,Management/Other,MIDOFFICE,BO-BO Confirmed,VICE PRINCIPAL,Other,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL2,0,923.7146296
20811056,03/01/2013 09:13,3,0.383944204,05/03/2012 08:00,5,0.332993,Equity,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,Repo/Reverse,Fees/Commissions Related,0,0,0,0,0,0,0,EL4,BL2,0,304.0504398
8979950,03/01/2013 10:14,3,0.407107667,29/09/2008 13:07,29,0.546459035,Management/Other,PROD CONTROLLER,BO-BO Confirmed,ASSOCIATE,Option,Payments Related,0,0,0,0,0,0,0,EL7,BL2,0,1556.879954
23150555,03/01/2013 11:28,3,0.439165416,12/11/2012 01:18,12,0.029401911,SND,TECHSUPPORT,BO Confirmed,DIRECTOR,Swap,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL2,0,52.42365741
18829350,03/01/2013 12:03,3,0.497915785,26/07/2011 13:24,26,0.558566177,Commodities,TECHSUPPORT,BO-BO Confirmed,MNGDIRECTOR,Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL2,0,526.9435185
5722059,03/01/2013 12:08,3,0.494709363,31/08/2007 07:09,31,0.285556306,Equity,PROD CONTROLLER,BO-BO Confirmed,ASSOCIATE,Bill,Commodities Early Delivery,0,0,0,0,0,0,0,EL7,BL2,0,1952.207766
21979473,03/01/2013 12:18,3,0.512229489,27/06/2012 09:22,27,0.390050351,Derivatives,TECHSUPPORT,BO Confirmed,ASSOCIATE,ETF,Brokerage Related,0,0,0,0,0,0,0,EL7,BL2,0,190.1222569
17817750,03/01/2013 13:24,3,0.558633383,24/04/2011 09:20,24,0.388957937,SND,PROD CONTROLLER,BO Confirmed,DIRECTOR,CreditDefaultSwap,Calendar Related,0,0,0,0,0,0,0,EL7,BL2,0,620.1696759
2746465,03/01/2013 15:00,3,0.625008931,24/01/2007 17:19,24,0.695212161,SND,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,IndexLinkedSwap,CPI Fixings,0,0,0,0,0,0,0,EL7,BL2,0,2170.903414
21700684,03/01/2013 15:13,3,0.616261035,17/05/2012 02:30,17,0.062645709,SND,TECHSUPPORT,BO Confirmed,ANALYST,Other,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL7,0,231.53
2798454,03/01/2013 15:22,3,0.609645593,31/01/2007 10:05,31,0.420246705,Bonds/Repos,TECHSUPPORT,BO-BO Confirmed,ASSOCIATE,Future/Forward,Payments Related,0,0,0,0,0,254030.1778,0,EL7,BL2,1,2164.220116
19734000,03/01/2013 16:00,3,0.666798678,29/11/2011 09:14,29,0.364973386,SND,PROD CONTROLLER,BO Confirmed,ANALYST,Swap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL2,0,401.2817708
2594594,03/01/2013 16:05,3,0.670051604,10/01/2007 08:29,10,0.313187032,Derivatives,TECHSUPPORT,BO-BO Confirmed,ASSOCIATE,Other,Fees/Commissions Related,0,0,0,0,0,0,0,EL4,BL2,0,2185.316748
4965923,03/01/2013 16:17,3,0.654617163,24/07/2007 18:26,24,0.731655504,Derivatives,TECHSUPPORT,Terminated,DIRECTOR,Swap,Tri-Optima,0,0,0,0,0,0,0,EL7,BL2,0,1989.91037
19917103,03/01/2013 17:17,3,0.720474428,03/12/2011 05:10,3,0.201335532,Africa,TECHSUPPORT,BO Confirmed,DIRECTOR,Stock,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL2,0,397.5051389
23657598,03/01/2013 17:24,3,0.691831368,03/01/2013 07:25,3,0.309182975,Management/Other,PROD CONTROLLER,BO Confirmed,DIRECTOR,Other,System Update Call Accounts,0,0,0,0,0,0,0,EL4,BL6,0,0.415983796
4680597,03/01/2013 18:26,3,0.732053272,29/06/2007 07:01,29,0.292569625,Africa,TECHSUPPORT,BO Confirmed,ANALYST,Bond,Payments Related,0,0,0,0,0,0,0,EL4,BL3,0,2015.47559
23665166,04/01/2013 00:13,4,0.008799112,04/01/2013 00:13,4,0.008799112,Africa,TECHSUPPORT,BO Confirmed,DIRECTOR,Future/Forward,Trade enrichment for system flow,0,0,0,0,0,254134.5873,0,EL7,BL3,1,0
22421424,04/01/2013 01:11,4,0.033762765,29/07/2012 05:14,29,0.218077444,Commodities,UNAUTHORISED,BO-BO Confirmed,ANALYST,Other,Payments Related,0,0,0,0,0,253661.514,0,EL7,BL2,1,158.8314931
1273595,04/01/2013 01:18,4,0.054406207,06/04/2006 00:04,6,0.003116518,Management/Other,PROD CONTROLLER,BO Confirmed,ANALYST,Swap,Payments Related,0,0,0,0,0,0,0,EL1,BL2,0,2465.051296
11440250,04/01/2013 01:20,4,0.055601955,26/06/2009 00:23,26,0.016269437,Bonds/Repos,PROD CONTROLLER,BO Confirmed,ANALYST,TotalReturnSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL1,BL2,0,1288.039329
23692010,04/01/2013 02:27,4,0.102358158,04/01/2013 02:27,4,0.102358158,Commodities,TECHSUPPORT,BO Confirmed,DIRECTOR,SecurityLoan,Calendar Related,0,0,0,0,0,9033364.664,0,EL6,BL2,1,0
560813,04/01/2013 04:17,4,0.15465444,20/01/2006 16:02,20,0.66793312,Derivatives,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,CurrSwap,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL2,0,2540.510498
18053921,04/01/2013 05:04,4,0.205560759,02/06/2011 07:07,2,0.286809636,MM,TECHSUPPORT,BO-BO Confirmed,ASSOCIATE,FRN,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL2,0,581.9145833
18933633,04/01/2013 05:11,4,0.216186427,05/08/2011 17:30,5,0.729006473,Derivatives,MIDOFFICE,BO-BO Confirmed,DIRECTOR,IndexLinkedSwap,Trade enrichment for system flow,0,0,0,0,0,250668.1287,0,EL7,BL2,1,517.4868634
6568845,04/01/2013 05:19,4,0.221722628,23/01/2008 10:24,23,0.433415681,Bonds/Repos,TECHSUPPORT,BO-BO Confirmed,AMBA,TotalReturnSwap,Calendar Related,0,0,0,0,0,254746.0162,0,EL7,BL2,1,1807.78831
23721813,04/01/2013 05:19,4,0.195355901,04/01/2013 05:19,4,0.195355901,Africa,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,Swap,Calendar Related,0,0,0,0,0,263798.6135,0,EL7,BL2,1,0
21277769,04/01/2013 05:29,4,0.188387295,25/04/2012 13:10,25,0.534413871,Management/Other,TECHSUPPORT,BO Confirmed,ASSOCIATE,SecurityLoan,Early Termination / Delivery / Close out,0,0,0,0,0,9027299.76,0,EL1,BL2,1,253.6797454
18847010,04/01/2013 06:04,4,0.247122457,12/08/2011 10:23,12,0.432948752,Bonds/Repos,TECHSUPPORT,BO Confirmed,VICE PRINCIPAL,Call Deposit,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL2,0,510.8199306
23735885,04/01/2013 06:12,4,0.258228857,04/01/2013 06:12,4,0.258228857,Derivatives,TECHSUPPORT,BO Confirmed,VICE PRINCIPAL,CurrSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL2,0,0
23677110,04/01/2013 06:17,4,0.261559681,04/01/2013 03:10,4,0.131898,Africa,TECHSUPPORT,BO-BO Confirmed,VICE PRINCIPAL,IndexLinkedBond,CPI Fixings,0,0,0,0,0,0,0,EL7,BL2,0,0.13005787
9861748,04/01/2013 07:03,4,0.293735721,09/01/2009 18:11,9,0.757582389,MM,TECHSUPPORT,BO Confirmed,ASSOCIATE,Call Deposit,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL3,0,1455.536065
12445448,04/01/2013 07:04,4,0.2891536,15/10/2009 16:14,15,0.657098888,MM,TECHSUPPORT,Terminated,MNGDIRECTOR,Swap,Tri-Optima,0,0,0,0,0,0,0,EL7,BL3,0,1176.618171
862069,04/01/2013 07:20,4,0.305706565,26/03/2006 15:10,26,0.617781751,Derivatives,TECHSUPPORT,BO-BO Confirmed,ANALYST,IndexLinkedSwap,CPI Fixings,0,0,0,0,0,0,0,EL7,BL2,0,2475.673484
13042389,04/01/2013 08:07,4,0.337961791,08/01/2010 04:18,8,0.153980744,Derivatives,PROD CONTROLLER,BO-BO Confirmed,AMBA,Curr,Corrected NDEUSSA Reset Level,0,0,0,0,0,0,0,EL7,BL2,0,1092.159074
11509909,04/01/2013 08:27,4,0.352200484,01/07/2009 06:18,1,0.237343851,Rates,TECHSUPPORT,Terminated,DIRECTOR,Deposit,Trade Restructure,0,0,0,0,0,0,0,EL7,BL2,0,1283.089549
14867985,04/01/2013 09:08,4,0.380341751,20/07/2010 01:01,20,0.04097409,Derivatives,TECHSUPPORT,BO-BO Confirmed,VICE PRINCIPAL,Swap,Payments Related,0,0,0,0,0,253484.6606,0,EL4,BL2,1,899.3384028
4690340,04/01/2013 09:28,4,0.355673933,29/06/2007 16:26,29,0.684425044,Management/Other,PROD CONTROLLER,BO-BO Confirmed,DIRECTOR,CurrSwap,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL6,BL2,0,2015.709537
6401740,04/01/2013 10:01,4,0.417618044,08/01/2008 06:17,8,0.262059846,Derivatives,TECHSUPPORT,BO Confirmed,MNGDIRECTOR,Other,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL2,0,1823.155556
21009390,04/01/2013 10:06,4,0.412155468,15/03/2012 12:28,15,0.519735872,SND,PROD CONTROLLER,BO-BO Confirmed,DIRECTOR,Bond,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL4,0,294.9014468
1150116,04/01/2013 10:15,4,0.405975344,09/05/2006 02:25,9,0.100469013,Equity,PROD CONTROLLER,BO Confirmed,ANALYST,CurrSwap,Trade enrichment for system flow,0,0,0,0,0,261599.418,0,EL7,BL2,1,2432.326447
19208378,04/01/2013 10:16,4,0.427856259,20/09/2011 02:08,20,0.088978365,Management/Other,TECHSUPPORT,BO-BO Confirmed,MNGDIRECTOR,Other,Calendar Related,0,0,0,0,0,0,0,EL7,BL4,0,472.3388773
7514231,04/01/2013 10:24,4,0.399963824,10/04/2008 09:25,10,0.357894232,Management/Other,MIDOFFICE,BO-BO Confirmed,AMBA,Deposit,Calendar Related,0,0,0,0,0,0,0,EL7,BL6,0,1730.040752
18029693,04/01/2013 10:24,4,0.400317368,29/05/2011 02:12,29,0.091436481,Rates,TECHSUPPORT,BO Confirmed,MNGDIRECTOR,IndexLinkedSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL2,0,586.3417477
436343,04/01/2013 12:01,4,0.500994652,29/01/2006 15:24,29,0.60811537,Derivatives,TECHSUPPORT,BO-BO Confirmed,ANALYST,Swap,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,219102.3031,0,EL7,BL2,1,2531.859109
12957436,04/01/2013 12:01,4,0.498968962,08/12/2009 07:00,8,0.291463945,MM,TECHSUPPORT,BO-BO Confirmed,ASSOCIATE,CurrSwap,Valuation Group Request,0,0,0,0,0,0,0,EL7,BL3,0,1123.209155
8889700,04/01/2013 12:15,4,0.510740734,09/09/2008 13:29,9,0.561690424,Prime Services,TECHSUPPORT,BO Confirmed,ANALYST,SecurityLoan,Calendar Related,0,0,0,0,0,0,0,EL7,BL2,0,1577.948819
2766981,04/01/2013 12:18,4,0.487555688,08/11/2006 09:28,8,0.355388722,Derivatives,MIDOFFICE,BO Confirmed,MNGDIRECTOR,Call Deposit,System Update Call Accounts,0,0,0,0,0,0,0,EL4,BL2,0,2249.117951
23700467,04/01/2013 12:21,4,0.51436083,04/01/2013 12:21,4,0.51436083,MM,PROD CONTROLLER,BO Confirmed,ANALYST,Call Deposit,System Update Call Accounts,0,0,0,0,0,0,0,EL4,BL2,0,0
12904247,04/01/2013 13:03,4,0.543612206,02/12/2009 08:05,2,0.3367769,Management/Other,MIDOFFICE,BO Confirmed,DIRECTOR,Other,Commodities Early Delivery,0,0,0,0,0,251325.0252,0,EL7,BL2,1,1129.20706
12559630,04/01/2013 13:11,4,0.548991455,29/10/2009 14:12,29,0.57526332,Derivatives,MIDOFFICE,BO-BO Confirmed,DIRECTOR,FRA,Capture Errors - Direction / Amount / Rate / CP,0,0,0,0,0,0,0,EL7,BL2,0,1162.957685
14753411,04/01/2013 13:29,4,0.561574972,22/05/2010 12:13,22,0.509111722,Africa,TECHSUPPORT,BO-BO Confirmed,DIRECTOR,IndexLinkedSwap,CPI Fixings,0,0,0,0,0,0,0,EL7,BL3,0,958.0529282
13623186,04/01/2013 14:08,4,0.578005324,17/02/2010 04:21,17,0.152111975,Derivatives,MIDOFFICE,BO-BO Confirmed,ASSOCIATE,IndexLinkedSwap,Trade enrichment for system flow,0,0,0,0,0,0,0,EL7,BL2,0,1052.407847
